update_date*,车源周转天数
2017/6/26,16
2017/6/26,72
2017/6/26,16
2017/6/26,23
2017/6/26,4
2017/6/26,12
2017/6/26,29
2017/6/26,6
2017/6/26,12
2017/6/26,55
2017/6/26,12
2017/6/26,5
2017/6/26,9
2017/6/26,4
2017/6/26,16
2017/6/26,17
2017/6/26,23
2017/6/26,34
2017/6/26,17
2017/6/26,56
2017/6/26,39
2017/6/26,10
2017/6/26,17
2017/6/26,32
2017/6/26,10
2017/6/26,16
2017/6/26,53
2017/6/25,22
2017/6/25,26
2017/6/25,0
2017/6/25,3
2017/6/25,56
2017/6/25,3
2017/6/25,12
2017/6/25,0
2017/6/25,17
2017/6/25,0
2017/6/25,0
2017/6/25,5
2017/6/25,0
2017/6/25,3
2017/6/25,19
2017/6/25,5
2017/6/25,13
2017/6/25,0
2017/6/25,15
2017/6/25,12
2017/6/25,6
2017/6/25,17
2017/6/25,6
2017/6/25,32
2017/6/25,4
2017/6/25,16
2017/6/25,11
2017/6/25,7
2017/6/25,9
2017/6/25,5
2017/6/25,0
2017/6/25,4
2017/6/25,24
2017/6/25,14
2017/6/25,7
2017/6/25,8
2017/6/25,27
2017/6/25,15
2017/6/25,3
2017/6/25,15
2017/6/25,32
2017/6/25,8
2017/6/25,7
2017/6/25,69
2017/6/25,9
2017/6/25,12
2017/6/25,55
2017/6/25,29
2017/6/25,9
2017/6/25,15
2017/6/25,56
2017/6/25,8
2017/6/25,31
2017/6/25,13
2017/6/25,8
2017/6/25,8
2017/6/25,35
2017/6/25,13
2017/6/25,16
2017/6/25,10
2017/6/25,14
2017/6/25,56
2017/6/25,5
2017/6/25,4
2017/6/25,45
2017/6/25,37
2017/6/25,13
2017/6/25,5
2017/6/25,9
2017/6/25,13
2017/6/25,27
2017/6/25,15
2017/6/25,2
2017/6/25,13
2017/6/25,4
2017/6/25,8
2017/6/25,6
2017/6/25,16
2017/6/25,12
2017/6/25,18
2017/6/25,7
2017/6/24,11
2017/6/24,18
2017/6/24,19
2017/6/24,14
2017/6/24,0
2017/6/24,11
2017/6/24,18
2017/6/24,23
2017/6/24,2
2017/6/24,27
2017/6/24,10
2017/6/24,47
2017/6/24,0
2017/6/24,23
2017/6/24,11
2017/6/24,28
2017/6/24,0
2017/6/24,0
2017/6/24,22
2017/6/24,5
2017/6/24,56
2017/6/24,7
2017/6/24,18
2017/6/24,1
2017/6/24,29
2017/6/24,27
2017/6/24,0
2017/6/24,10
2017/6/24,10
2017/6/24,0
2017/6/24,35
2017/6/24,0
2017/6/24,0
2017/6/24,13
2017/6/24,21
2017/6/24,0
2017/6/24,0
2017/6/24,15
2017/6/24,3
2017/6/24,1
2017/6/24,5
2017/6/24,22
2017/6/24,16
2017/6/24,26
2017/6/24,22
2017/6/24,29
2017/6/24,24
2017/6/24,1
2017/6/24,24
2017/6/24,8
2017/6/24,16
2017/6/24,5
2017/6/24,39
2017/6/24,11
2017/6/24,16
2017/6/24,26
2017/6/24,0
2017/6/24,20
2017/6/24,26
2017/6/24,15
2017/6/24,9
2017/6/24,35
2017/6/24,15
2017/6/24,38
2017/6/24,3
2017/6/24,14
2017/6/24,17
2017/6/24,25
2017/6/24,23
2017/6/24,23
2017/6/24,3
2017/6/24,10
2017/6/24,36
2017/6/24,19
2017/6/24,61
2017/6/24,16
2017/6/24,0
2017/6/24,23
2017/6/24,16
2017/6/24,19
2017/6/24,85
2017/6/24,45
2017/6/24,19
2017/6/24,2
2017/6/24,15
2017/6/24,46
2017/6/24,10
2017/6/23,23
2017/6/23,2
2017/6/23,3
2017/6/23,5
2017/6/23,18
2017/6/23,59
2017/6/23,13
2017/6/23,17
2017/6/23,2
2017/6/23,6
2017/6/23,35
2017/6/23,7
2017/6/23,13
2017/6/23,5
2017/6/23,4
2017/6/23,34
2017/6/23,4
2017/6/23,0
2017/6/23,2
2017/6/23,0
2017/6/23,0
2017/6/23,4
2017/6/23,14
2017/6/23,6
2017/6/23,6
2017/6/23,11
2017/6/23,41
2017/6/23,3
2017/6/23,15
2017/6/23,1
2017/6/23,0
2017/6/23,0
2017/6/23,7
2017/6/23,22
2017/6/23,0
2017/6/23,9
2017/6/23,5
2017/6/23,16
2017/6/23,13
2017/6/23,6
2017/6/23,3
2017/6/23,13
2017/6/23,12
2017/6/23,25
2017/6/23,4
2017/6/23,8
2017/6/23,2
2017/6/23,7
2017/6/23,13
2017/6/23,19
2017/6/23,13
2017/6/23,0
2017/6/23,12
2017/6/23,0
2017/6/23,28
2017/6/23,22
2017/6/23,15
2017/6/23,0
2017/6/23,24
2017/6/23,0
2017/6/23,4
2017/6/23,4
2017/6/23,11
2017/6/23,9
2017/6/23,4
2017/6/23,2
2017/6/23,22
2017/6/23,23
2017/6/23,5
2017/6/23,18
2017/6/23,16
2017/6/23,20
2017/6/23,8
2017/6/23,11
2017/6/23,5
2017/6/23,5
2017/6/23,27
2017/6/23,6
2017/6/23,9
2017/6/23,17
2017/6/23,10
2017/6/23,18
2017/6/23,2
2017/6/23,9
2017/6/23,31
2017/6/23,13
2017/6/23,15
2017/6/23,12
2017/6/23,17
2017/6/23,5
2017/6/23,2
2017/6/23,10
2017/6/23,18
2017/6/23,23
2017/6/23,14
2017/6/23,26
2017/6/23,19
2017/6/23,30
2017/6/23,22
2017/6/23,14
2017/6/23,20
2017/6/23,16
2017/6/23,6
2017/6/23,16
2017/6/23,1
2017/6/23,3
2017/6/23,9
2017/6/23,11
2017/6/23,15
2017/6/23,25
2017/6/23,14
2017/6/23,11
2017/6/23,35
2017/6/23,19
2017/6/23,10
2017/6/23,0
2017/6/23,28
2017/6/23,20
2017/6/23,20
2017/6/23,35
2017/6/23,2
2017/6/23,30
2017/6/23,15
2017/6/23,39
2017/6/23,12
2017/6/23,6
2017/6/23,10
2017/6/23,13
2017/6/23,5
2017/6/23,10
2017/6/23,27
2017/6/23,13
2017/6/23,31
2017/6/23,45
2017/6/23,30
2017/6/23,14
2017/6/23,6
2017/6/23,52
2017/6/23,32
2017/6/23,39
2017/6/23,16
2017/6/23,16
2017/6/23,32
2017/6/23,6
2017/6/23,35
2017/6/23,21
2017/6/23,27
2017/6/22,3
2017/6/22,19
2017/6/22,2
2017/6/22,33
2017/6/22,16
2017/6/22,10
2017/6/22,0
2017/6/22,0
2017/6/22,4
2017/6/22,0
2017/6/22,9
2017/6/22,16
2017/6/22,0
2017/6/22,16
2017/6/22,22
2017/6/22,0
2017/6/22,16
2017/6/22,13
2017/6/22,16
2017/6/22,26
2017/6/22,5
2017/6/22,33
2017/6/22,24
2017/6/22,19
2017/6/22,27
2017/6/22,7
2017/6/22,14
2017/6/22,27
2017/6/22,9
2017/6/22,0
2017/6/22,23
2017/6/22,0
2017/6/22,14
2017/6/22,21
2017/6/22,12
2017/6/22,17
2017/6/22,16
2017/6/22,5
2017/6/22,19
2017/6/22,29
2017/6/22,18
2017/6/22,28
2017/6/22,0
2017/6/22,18
2017/6/22,39
2017/6/22,6
2017/6/22,21
2017/6/22,14
2017/6/22,29
2017/6/22,5
2017/6/22,61
2017/6/22,4
2017/6/22,29
2017/6/22,13
2017/6/22,1
2017/6/22,0
2017/6/22,31
2017/6/22,14
2017/6/22,20
2017/6/22,5
2017/6/22,7
2017/6/22,15
2017/6/22,5
2017/6/22,11
2017/6/22,22
2017/6/22,61
2017/6/22,31
2017/6/22,8
2017/6/22,31
2017/6/22,21
2017/6/22,3
2017/6/22,18
2017/6/22,3
2017/6/22,54
2017/6/22,12
2017/6/22,10
2017/6/22,30
2017/6/22,0
2017/6/22,28
2017/6/22,12
2017/6/22,29
2017/6/22,13
2017/6/22,9
2017/6/22,28
2017/6/22,3
2017/6/22,7
2017/6/22,25
2017/6/22,2
2017/6/22,14
2017/6/22,4
2017/6/22,22
2017/6/22,28
2017/6/22,9
2017/6/22,22
2017/6/22,1
2017/6/22,26
2017/6/22,2
2017/6/22,16
2017/6/22,7
2017/6/22,51
2017/6/22,11
2017/6/22,28
2017/6/22,21
2017/6/22,34
2017/6/22,20
2017/6/22,47
2017/6/22,51
2017/6/22,14
2017/6/22,9
2017/6/22,18
2017/6/22,6
2017/6/22,8
2017/6/22,12
2017/6/22,21
2017/6/22,44
2017/6/22,4
2017/6/22,39
2017/6/22,38
2017/6/22,71
2017/6/22,31
2017/6/22,30
2017/6/22,30
2017/6/22,17
2017/6/22,15
2017/6/22,30
2017/6/22,14
2017/6/22,22
2017/6/22,13
2017/6/22,28
2017/6/22,3
2017/6/22,11
2017/6/22,14
2017/6/22,0
2017/6/22,8
2017/6/22,25
2017/6/22,14
2017/6/22,26
2017/6/22,5
2017/6/22,14
2017/6/22,21
2017/6/22,27
2017/6/22,8
2017/6/22,9
2017/6/22,6
2017/6/22,18
2017/6/22,4
2017/6/22,17
2017/6/22,17
2017/6/22,15
2017/6/22,10
2017/6/22,9
2017/6/22,4
2017/6/22,91
2017/6/22,42
2017/6/22,35
2017/6/22,5
2017/6/22,10
2017/6/22,25
2017/6/22,23
2017/6/22,8
2017/6/22,16
2017/6/22,13
2017/6/22,18
2017/6/22,10
2017/6/22,8
2017/6/22,8
2017/6/22,12
2017/6/22,5
2017/6/22,13
2017/6/22,14
2017/6/22,16
2017/6/22,90
2017/6/22,15
2017/6/22,22
2017/6/22,17
2017/6/22,73
2017/6/22,22
2017/6/22,7
2017/6/22,36
2017/6/22,4
2017/6/22,8
2017/6/22,4
2017/6/22,3
2017/6/22,16
2017/6/22,16
2017/6/22,14
2017/6/22,24
2017/6/22,25
2017/6/22,24
2017/6/22,22
2017/6/22,11
2017/6/22,3
2017/6/22,61
2017/6/22,30
2017/6/22,5
2017/6/22,14
2017/6/22,19
2017/6/22,10
2017/6/22,30
2017/6/22,11
2017/6/22,7
2017/6/22,5
2017/6/22,80
2017/6/22,7
2017/6/22,18
2017/6/22,55
2017/6/22,10
2017/6/22,20
2017/6/21,16
2017/6/21,8
2017/6/21,28
2017/6/21,1
2017/6/21,6
2017/6/21,12
2017/6/21,0
2017/6/21,14
2017/6/21,11
2017/6/21,17
2017/6/21,8
2017/6/21,0
2017/6/21,13
2017/6/21,14
2017/6/21,13
2017/6/21,14
2017/6/21,6
2017/6/21,1
2017/6/21,28
2017/6/21,6
2017/6/21,8
2017/6/21,11
2017/6/21,13
2017/6/21,28
2017/6/21,5
2017/6/21,25
2017/6/21,4
2017/6/21,3
2017/6/21,10
2017/6/21,9
2017/6/21,7
2017/6/21,2
2017/6/21,8
2017/6/21,6
2017/6/21,28
2017/6/21,28
2017/6/21,3
2017/6/21,4
2017/6/21,6
2017/6/21,11
2017/6/21,8
2017/6/21,8
2017/6/21,5
2017/6/21,5
2017/6/21,9
2017/6/21,2
2017/6/21,1
2017/6/21,2
2017/6/21,0
2017/6/21,3
2017/6/21,5
2017/6/21,5
2017/6/21,3
2017/6/21,2
2017/6/21,1
2017/6/21,0
2017/6/21,1
2017/6/21,1
2017/6/21,5
2017/6/21,7
2017/6/21,51
2017/6/21,50
2017/6/21,18
2017/6/21,13
2017/6/21,29
2017/6/21,11
2017/6/21,32
2017/6/21,64
2017/6/21,4
2017/6/21,0
2017/6/21,7
2017/6/21,44
2017/6/21,10
2017/6/21,16
2017/6/21,9
2017/6/21,5
2017/6/21,5
2017/6/21,4
2017/6/21,17
2017/6/21,30
2017/6/21,62
2017/6/21,0
2017/6/21,6
2017/6/21,10
2017/6/21,9
2017/6/21,7
2017/6/21,10
2017/6/21,12
2017/6/21,0
2017/6/21,61
2017/6/21,12
2017/6/21,30
2017/6/21,6
2017/6/21,36
2017/6/21,9
2017/6/21,4
2017/6/21,16
2017/6/21,13
2017/6/21,13
2017/6/21,8
2017/6/21,10
2017/6/21,6
2017/6/21,8
2017/6/21,8
2017/6/21,9
2017/6/21,9
2017/6/21,13
2017/6/21,2
2017/6/21,31
2017/6/21,12
2017/6/21,20
2017/6/21,12
2017/6/21,16
2017/6/21,20
2017/6/21,18
2017/6/21,17
2017/6/20,18
2017/6/20,18
2017/6/20,0
2017/6/20,18
2017/6/20,0
2017/6/20,25
2017/6/20,57
2017/6/20,18
2017/6/20,8
2017/6/20,6
2017/6/20,7
2017/6/20,7
2017/6/20,19
2017/6/20,9
2017/6/20,61
2017/6/20,9
2017/6/20,16
2017/6/20,15
2017/6/20,6
2017/6/20,13
2017/6/20,11
2017/6/20,12
2017/6/20,2
2017/6/20,26
2017/6/20,14
2017/6/20,57
2017/6/20,4
2017/6/20,6
2017/6/20,3
2017/6/20,7
2017/6/20,29
2017/6/20,24
2017/6/20,16
2017/6/20,24
2017/6/20,6
2017/6/20,19
2017/6/20,9
2017/6/20,4
2017/6/20,11
2017/6/20,2
2017/6/20,18
2017/6/20,14
2017/6/20,29
2017/6/20,12
2017/6/20,9
2017/6/20,1
2017/6/20,59
2017/6/20,2
2017/6/20,20
2017/6/20,2
2017/6/20,12
2017/6/20,11
2017/6/20,12
2017/6/20,6
2017/6/20,16
2017/6/20,11
2017/6/20,15
2017/6/20,19
2017/6/20,46
2017/6/20,4
2017/6/20,22
2017/6/20,8
2017/6/20,7
2017/6/20,7
2017/6/20,4
2017/6/20,51
2017/6/20,12
2017/6/20,18
2017/6/20,31
2017/6/20,20
2017/6/20,20
2017/6/20,20
2017/6/20,2
2017/6/20,28
2017/6/20,27
2017/6/20,0
2017/6/20,2
2017/6/20,32
2017/6/20,3
2017/6/20,6
2017/6/20,28
2017/6/20,6
2017/6/20,25
2017/6/20,3
2017/6/20,6
2017/6/20,25
2017/6/20,14
2017/6/20,7
2017/6/20,19
2017/6/20,23
2017/6/20,12
2017/6/20,11
2017/6/20,5
2017/6/20,23
2017/6/20,26
2017/6/20,16
2017/6/20,4
2017/6/20,18
2017/6/20,26
2017/6/20,26
2017/6/20,29
2017/6/20,3
2017/6/20,51
2017/6/20,13
2017/6/20,8
2017/6/20,20
2017/6/20,26
2017/6/20,3
2017/6/20,3
2017/6/20,28
2017/6/20,13
2017/6/20,6
2017/6/20,7
2017/6/20,23
2017/6/20,12
2017/6/20,13
2017/6/20,15
2017/6/20,5
2017/6/20,17
2017/6/20,6
2017/6/20,7
2017/6/20,26
2017/6/20,3
2017/6/20,4
2017/6/20,33
2017/6/20,16
2017/6/20,15
2017/6/20,9
2017/6/20,19
2017/6/20,25
2017/6/20,10
2017/6/20,19
2017/6/20,16
2017/6/20,16
2017/6/20,14
2017/6/20,26
2017/6/20,25
2017/6/20,26
2017/6/20,19
2017/6/20,15
2017/6/20,26
2017/6/20,26
2017/6/20,20
2017/6/20,16
2017/6/20,25
2017/6/20,26
2017/6/20,18
2017/6/20,30
2017/6/20,26
2017/6/20,28
2017/6/20,21
2017/6/20,14
2017/6/20,28
2017/6/20,8
2017/6/20,30
2017/6/20,20
2017/6/20,17
2017/6/20,26
2017/6/20,9
2017/6/20,18
2017/6/20,6
2017/6/20,18
2017/6/19,18
2017/6/19,65
2017/6/19,9
2017/6/19,8
2017/6/19,17
2017/6/19,0
2017/6/19,16
2017/6/19,14
2017/6/19,15
2017/6/19,61
2017/6/19,22
2017/6/19,8
2017/6/19,24
2017/6/19,8
2017/6/19,23
2017/6/19,5
2017/6/19,37
2017/6/19,6
2017/6/19,26
2017/6/19,14
2017/6/19,0
2017/6/19,6
2017/6/19,3
2017/6/19,1
2017/6/19,5
2017/6/19,8
2017/6/19,19
2017/6/19,28
2017/6/19,3
2017/6/19,10
2017/6/19,10
2017/6/19,10
2017/6/19,16
2017/6/19,10
2017/6/19,26
2017/6/19,26
2017/6/19,2
2017/6/19,8
2017/6/19,16
2017/6/19,19
2017/6/19,4
2017/6/19,19
2017/6/19,5
2017/6/19,30
2017/6/19,22
2017/6/19,29
2017/6/19,11
2017/6/19,8
2017/6/19,11
2017/6/19,15
2017/6/19,2
2017/6/19,9
2017/6/19,19
2017/6/19,17
2017/6/19,11
2017/6/19,21
2017/6/19,23
2017/6/19,14
2017/6/19,10
2017/6/19,17
2017/6/19,25
2017/6/19,23
2017/6/19,18
2017/6/19,23
2017/6/19,24
2017/6/19,21
2017/6/19,41
2017/6/19,10
2017/6/19,2
2017/6/19,19
2017/6/19,29
2017/6/19,40
2017/6/19,9
2017/6/19,18
2017/6/19,10
2017/6/19,29
2017/6/19,11
2017/6/19,22
2017/6/19,17
2017/6/19,23
2017/6/19,33
2017/6/19,15
2017/6/19,25
2017/6/19,15
2017/6/19,30
2017/6/19,20
2017/6/19,10
2017/6/19,25
2017/6/19,16
2017/6/19,22
2017/6/19,16
2017/6/19,10
2017/6/19,16
2017/6/19,10
2017/6/19,15
2017/6/19,28
2017/6/19,87
2017/6/19,10
2017/6/19,8
2017/6/19,17
2017/6/19,30
2017/6/19,14
2017/6/19,10
2017/6/19,28
2017/6/19,18
2017/6/19,10
2017/6/19,16
2017/6/19,28
2017/6/19,30
2017/6/19,31
2017/6/19,25
2017/6/19,7
2017/6/19,25
2017/6/19,13
2017/6/19,28
2017/6/19,24
2017/6/19,24
2017/6/19,31
2017/6/19,10
2017/6/19,10
2017/6/19,5
2017/6/19,14
2017/6/19,17
2017/6/19,17
2017/6/19,58
2017/6/19,47
2017/6/19,23
2017/6/19,29
2017/6/19,35
2017/6/19,25
2017/6/19,13
2017/6/19,32
2017/6/19,31
2017/6/19,4
2017/6/19,11
2017/6/18,4
2017/6/18,27
2017/6/18,5
2017/6/18,12
2017/6/18,17
2017/6/18,18
2017/6/18,17
2017/6/18,38
2017/6/18,17
2017/6/18,5
2017/6/18,61
2017/6/18,18
2017/6/18,4
2017/6/18,20
2017/6/18,28
2017/6/18,28
2017/6/18,24
2017/6/18,9
2017/6/18,4
2017/6/18,30
2017/6/18,23
2017/6/18,27
2017/6/18,17
2017/6/18,27
2017/6/18,55
2017/6/18,10
2017/6/18,11
2017/6/18,3
2017/6/18,8
2017/6/18,30
2017/6/18,27
2017/6/18,32
2017/6/18,18
2017/6/18,1
2017/6/18,5
2017/6/18,12
2017/6/18,26
2017/6/18,18
2017/6/18,1
2017/6/18,20
2017/6/18,10
2017/6/18,21
2017/6/18,16
2017/6/18,4
2017/6/18,5
2017/6/18,5
2017/6/18,6
2017/6/18,27
2017/6/18,28
2017/6/18,2
2017/6/18,57
2017/6/18,4
2017/6/18,4
2017/6/18,5
2017/6/18,7
2017/6/18,10
2017/6/18,45
2017/6/18,6
2017/6/18,12
2017/6/18,29
2017/6/18,10
2017/6/18,1
2017/6/18,10
2017/6/18,25
2017/6/18,27
2017/6/18,3
2017/6/18,1
2017/6/18,24
2017/6/18,11
2017/6/18,1
2017/6/18,1
2017/6/18,27
2017/6/18,4
2017/6/18,31
2017/6/18,12
2017/6/18,39
2017/6/18,9
2017/6/18,22
2017/6/18,4
2017/6/18,8
2017/6/18,23
2017/6/18,10
2017/6/18,24
2017/6/18,5
2017/6/18,9
2017/6/18,25
2017/6/18,24
2017/6/18,9
2017/6/18,21
2017/6/18,11
2017/6/18,7
2017/6/18,27
2017/6/18,21
2017/6/18,8
2017/6/18,16
2017/6/18,13
2017/6/18,34
2017/6/18,17
