1-2年	128
2-3年	726
3-4年	778
4-5年	1248
5-6年	1293
6-7年	1867
7-8年	2666
8-9年	3028
9-10年	3368
10-11年	2530
11-12年	2918
12-13年	3003
13-14年	2317
14-15年	1921
15年以上	2491
