城市,首次发布时间,标准品牌,标准车系,站点,成份车商名,来源,天眼属性
西安,2017-08-01,福特,嘉年华两厢,淘车,西安优自得汽车销售服务有限公司,网络媒体,3
扬州,2017-08-01,福特,嘉年华两厢,瓜子,瓜子（扬州）,瓜子网,2
深圳,2017-08-01,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
湛江,2017-08-01,福特,嘉年华两厢,淘车,看车网（湛江）,看车网,2
北京,2017-08-01,福特,嘉年华三厢,淘车,看车网（北京）,看车网,2
重庆,2017-08-01,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
惠州,2017-08-01,福特,嘉年华两厢,淘车,人人车（惠州）,人人车网,2
重庆,2017-08-01,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
贵阳,2017-08-01,福特,嘉年华两厢,瓜子,瓜子（贵阳）,瓜子网,2
杭州,2017-08-01,福特,嘉年华两厢,人人车,人人车（杭州）,人人车网,2
贵阳,2017-08-01,福特,嘉年华两厢,看车网,看车网（贵阳）,看车网,2
宁波,2017-08-01,福特,嘉年华两厢,淘车,宁波和平二手车,网络媒体,3
常州,2017-08-01,福特,嘉年华三厢,淘车,看车网（常州）,看车网,2
绵阳,2017-08-01,福特,嘉年华三厢,瓜子,瓜子（绵阳）,瓜子网,2
德阳,2017-08-01,福特,嘉年华两厢,瓜子,瓜子（德阳）,瓜子网,2
东莞,2017-08-01,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
成都,2017-08-01,福特,嘉年华三厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
柳州,2017-08-01,福特,嘉年华两厢,二手车之家,看车网（柳州）,看车网,2
西安,2017-08-01,福特,嘉年华两厢,长安福特,陕西幸福（长安福特）,长安福特,3
东莞,2017-08-01,福特,嘉年华三厢,瓜子,瓜子（东莞）,瓜子网,2
青岛,2017-08-01,福特,嘉年华两厢,长安福特,青岛成胜达（长安福特）,长安福特,3
临沂,2017-08-01,福特,嘉年华两厢,淘车,看车网（临沂）,看车网,2
深圳,2017-08-01,福特,嘉年华两厢,瓜子,瓜子（深圳）,瓜子网,2
上海,2017-07-31,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
成都,2017-07-31,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
昆明,2017-07-31,福特,嘉年华两厢,淘车,人人车（昆明）,人人车网,2
广州,2017-07-31,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
岳阳,2017-07-31,福特,嘉年华三厢,淘车,看车网（岳阳）,看车网,2
西安,2017-07-31,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
北京,2017-07-31,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
沈阳,2017-07-31,福特,嘉年华两厢,二手车之家,看车网（沈阳）,看车网,2
宁波,2017-07-31,福特,嘉年华两厢,淘车,宁波和平二手车,网络媒体,3
天津,2017-07-31,福特,嘉年华两厢,淘车,人人车（天津）,人人车网,2
北京,2017-07-31,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
石家庄,2017-07-31,福特,嘉年华两厢,二手车之家,河北联润美迪汽车贸易有限公司,一汽奥迪,3
西安,2017-07-31,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
西安,2017-07-31,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
宿迁,2017-07-31,福特,嘉年华两厢,瓜子,瓜子（宿迁）,瓜子网,2
眉山,2017-07-31,福特,嘉年华三厢,瓜子,瓜子（眉山）,瓜子网,2
天津,2017-07-31,福特,嘉年华两厢,淘车,看车网（天津）,看车网,2
石家庄,2017-07-31,福特,嘉年华两厢,二手车之家,看车网（石家庄）,看车网,2
绵阳,2017-07-31,福特,嘉年华三厢,瓜子,瓜子（绵阳）,瓜子网,2
深圳,2017-07-31,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
苏州,2017-07-31,福特,嘉年华两厢,淘车,人人车（苏州）,人人车网,2
北京,2017-07-31,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
昆明,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
开封,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（开封）,瓜子网,2
南京,2017-07-30,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
西安,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
临沂,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（临沂）,瓜子网,2
南宁,2017-07-30,福特,嘉年华两厢,淘车,看车网（南宁）,看车网,2
广东,2017-07-30,福特,嘉年华两厢,东风悦达起亚,广州起悦汽车贸易有限公司,东风悦达起亚,3
大连,2017-07-30,福特,嘉年华两厢,二手车之家,大连中升之星汽车销售服务有限公司,北京奔驰,3
临沂,2017-07-30,福特,嘉年华三厢,瓜子,瓜子（临沂）,瓜子网,2
郑州,2017-07-30,福特,嘉年华两厢,淘车,人人车（郑州）,人人车网,2
北京,2017-07-30,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
宝鸡,2017-07-30,福特,嘉年华两厢,二手车之家,陕西尚德通宝汽车销售服务有限公司,上汽通用别克,3
成都,2017-07-30,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
西安,2017-07-30,福特,嘉年华三厢,瓜子,瓜子（西安）,瓜子网,2
杭州,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（杭州）,瓜子网,2
重庆,2017-07-30,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
柳州,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（柳州）,瓜子网,2
宁波,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（宁波）,瓜子网,2
福州,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（福州）,瓜子网,2
南京,2017-07-30,福特,嘉年华两厢,二手车之家,南京佳信二手车,网络媒体,3
淮安,2017-07-30,福特,嘉年华两厢,淘车,淮安百达二手车,网络媒体,3
阜阳,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（阜阳）,瓜子网,2
兰州,2017-07-30,福特,嘉年华三厢,瓜子,瓜子（兰州）,瓜子网,2
重庆,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（重庆）,瓜子网,2
柳州,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（柳州）,瓜子网,2
扬州,2017-07-30,福特,嘉年华两厢,淘车,江苏淘车乐扬州公司,网络媒体,2
北京,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
天津,2017-07-30,福特,嘉年华三厢,瓜子,瓜子（天津）,瓜子网,2
吉安,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（吉安）,瓜子网,2
北京,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
合肥,2017-07-30,福特,嘉年华两厢,淘车,看车网（合肥）,看车网,2
南宁,2017-07-30,福特,嘉年华两厢,淘车,看车网（南宁）,看车网,2
杭州,2017-07-30,福特,嘉年华两厢,淘车,看车网（杭州）,看车网,2
湛江,2017-07-30,福特,嘉年华三厢,淘车,看车网（湛江）,看车网,2
合肥,2017-07-30,福特,嘉年华两厢,淘车,合肥恒利达汽车贸易有限公司,网络媒体,3
重庆,2017-07-30,福特,嘉年华三厢,瓜子,瓜子（重庆）,瓜子网,2
芜湖,2017-07-30,福特,嘉年华两厢,瓜子,瓜子（芜湖）,瓜子网,2
常州,2017-07-29,福特,嘉年华三厢,瓜子,瓜子（常州）,瓜子网,2
镇江,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（镇江）,瓜子网,2
天津,2017-07-29,福特,嘉年华三厢,淘车,人人车（天津）,人人车网,2
兰州,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（兰州）,瓜子网,2
东莞,2017-07-29,福特,嘉年华三厢,瓜子,瓜子（东莞）,瓜子网,2
南京,2017-07-29,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
武汉,2017-07-29,福特,嘉年华两厢,淘车,人人车（武汉）,人人车网,2
上海,2017-07-29,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
合肥,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（合肥）,瓜子网,2
合肥,2017-07-29,福特,嘉年华三厢,淘车,人人车（合肥）,人人车网,2
西安,2017-07-29,福特,嘉年华两厢,淘车,陕西奥诚汽车销售服务有限公司,一汽奥迪,3
贵阳,2017-07-29,福特,嘉年华三厢,人人车,人人车（贵阳）,人人车网,2
温州,2017-07-29,福特,嘉年华两厢,二手车之家,温州联奥汽车销售服务有限公司,一汽奥迪,3
大连,2017-07-29,福特,嘉年华两厢,人人车,人人车（大连）,人人车网,2
北京,2017-07-29,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
北京,2017-07-29,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
保定,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（保定）,瓜子网,2
南京,2017-07-29,福特,嘉年华两厢,人人车,人人车（南京）,人人车网,2
昆明,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
惠州,2017-07-29,福特,嘉年华三厢,淘车,人人车（惠州）,人人车网,2
西安,2017-07-29,福特,嘉年华两厢,淘车,陕西庞大乐业汽车销售服务有限公司,一汽奥迪,3
贵阳,2017-07-29,福特,嘉年华两厢,淘车,人人车（贵阳）,人人车网,2
青岛,2017-07-29,福特,嘉年华两厢,淘车,人人车（青岛）,人人车网,2
泰州,2017-07-29,福特,嘉年华两厢,淘车,江苏淘车乐泰州公司,网络媒体,2
石家庄,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（石家庄）,瓜子网,2
昆明,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
成都,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
昆明,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
长沙,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（长沙）,瓜子网,2
深圳,2017-07-29,福特,嘉年华三厢,瓜子,瓜子（深圳）,瓜子网,2
扬州,2017-07-29,福特,嘉年华两厢,瓜子,瓜子（扬州）,瓜子网,2
扬州,2017-07-29,福特,嘉年华三厢,瓜子,瓜子（扬州）,瓜子网,2
惠州,2017-07-28,福特,嘉年华两厢,瓜子,瓜子（惠州）,瓜子网,2
柳州,2017-07-28,福特,嘉年华两厢,淘车,看车网（柳州）,看车网,2
重庆,2017-07-28,福特,嘉年华两厢,二手车之家,重庆恒睿汽车经纪有限公司,网络媒体,3
东莞,2017-07-28,福特,嘉年华三厢,二手车之家,东莞东风南方（东风日产）,东风日产,3
苏州,2017-07-28,福特,嘉年华两厢,瓜子,瓜子（苏州）,瓜子网,2
南通,2017-07-28,福特,嘉年华三厢,淘车,人人车（南通）,人人车网,2
重庆,2017-07-28,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
大连,2017-07-28,福特,嘉年华三厢,淘车,人人车（大连）,人人车网,2
天津,2017-07-28,福特,嘉年华两厢,瓜子,瓜子（天津）,瓜子网,2
镇江,2017-07-28,福特,嘉年华三厢,淘车,江苏淘车乐镇江公司,网络媒体,2
吉林,2017-07-28,福特,嘉年华三厢,瓜子,瓜子（吉林）,瓜子网,2
深圳,2017-07-28,福特,嘉年华两厢,淘车,人人车（深圳）,人人车网,2
惠州,2017-07-28,福特,嘉年华两厢,淘车,人人车（惠州）,人人车网,2
西安,2017-07-28,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
郑州,2017-07-28,福特,嘉年华两厢,淘车,人人车（郑州）,人人车网,2
郑州,2017-07-28,福特,嘉年华两厢,淘车,人人车（郑州）,人人车网,2
上海,2017-07-28,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
沈阳,2017-07-28,福特,嘉年华三厢,淘车,看车网（沈阳）,看车网,2
蚌埠,2017-07-28,福特,嘉年华两厢,瓜子,瓜子（蚌埠）,瓜子网,2
北京,2017-07-28,福特,嘉年华三厢,瓜子,瓜子（北京）,瓜子网,2
江门,2017-07-28,福特,嘉年华三厢,瓜子,瓜子（江门）,瓜子网,2
杭州,2017-07-28,福特,嘉年华两厢,二手车之家,杭州骏达旧机动车经纪有限公司,网络媒体,3
南京,2017-07-27,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
东莞,2017-07-27,福特,嘉年华两厢,淘车,东莞市国汇二手车贸易有限公司,网络媒体,3
徐州,2017-07-27,福特,嘉年华两厢,淘车,人人车（徐州）,人人车网,2
青岛,2017-07-27,福特,嘉年华两厢,瓜子,瓜子（青岛）,瓜子网,2
无锡,2017-07-27,福特,嘉年华三厢,二手车之家,看车网（无锡）,看车网,2
上海,2017-07-27,福特,嘉年华三厢,车王,车王江桥店,车王,3
广州,2017-07-27,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
昆明,2017-07-27,福特,嘉年华三厢,淘车,人人车（昆明）,人人车网,2
淮安,2017-07-27,福特,嘉年华两厢,淘车,江苏淘车乐淮安分公司,网络媒体,2
重庆,2017-07-27,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
青岛,2017-07-27,福特,嘉年华两厢,淘车,人人车（青岛）,人人车网,2
深圳,2017-07-27,福特,嘉年华三厢,淘车,看车网（深圳）,看车网,2
长春,2017-07-27,福特,嘉年华三厢,淘车,看车网（长春）,看车网,2
无锡,2017-07-27,福特,嘉年华三厢,淘车,看车网（无锡）,看车网,2
上海,2017-07-27,福特,嘉年华三厢,淘车,上海神通平价二手车交易公司,网络媒体,3
济宁,2017-07-27,福特,嘉年华两厢,二手车之家,济宁高新区任永二手车经销部,网络媒体,3
深圳,2017-07-27,福特,嘉年华两厢,二手车之家,深圳市锦龙汽车贸易有限公司,一汽奥迪,3
丽水,2017-07-27,福特,嘉年华两厢,二手车之家,龙泉市钱通二手车咨询服务部,网络媒体,3
济南,2017-07-27,福特,嘉年华两厢,二手车之家,济南万诚汽车销售有限公司,网络媒体,3
扬州,2017-07-27,福特,嘉年华两厢,瓜子,瓜子（扬州）,瓜子网,2
太原,2017-07-27,福特,嘉年华三厢,瓜子,瓜子（太原）,瓜子网,2
天津,2017-07-27,福特,嘉年华两厢,淘车,天津市永濠奥达汽车销售服务有限公司,一汽奥迪,3
天津,2017-07-26,福特,嘉年华三厢,淘车,人人车（天津）,人人车网,2
天津,2017-07-26,福特,嘉年华两厢,淘车,人人车（天津）,人人车网,2
昆明,2017-07-26,福特,嘉年华三厢,淘车,看车网（昆明）,看车网,2
合肥,2017-07-26,福特,嘉年华三厢,人人车,人人车（合肥）,人人车网,2
深圳,2017-07-26,福特,嘉年华三厢,瓜子,瓜子（深圳）,瓜子网,2
东莞,2017-07-26,福特,嘉年华两厢,淘车,看车网（东莞）,看车网,2
温州,2017-07-26,福特,嘉年华三厢,淘车,温州市长久汽车服务有限公司,网络媒体,3
石家庄,2017-07-26,福特,嘉年华两厢,瓜子,瓜子（石家庄）,瓜子网,2
长春,2017-07-26,福特,嘉年华两厢,淘车,人人车（长春）,人人车网,2
北京,2017-07-26,福特,嘉年华两厢,人人车,人人车（北京）,人人车网,2
深圳,2017-07-26,福特,嘉年华两厢,淘车,人人车（深圳）,人人车网,2
西安,2017-07-26,福特,嘉年华两厢,人人车,人人车（西安）,人人车网,2
东莞,2017-07-26,福特,嘉年华三厢,人人车,人人车（东莞）,人人车网,2
广州,2017-07-26,福特,嘉年华两厢,人人车,人人车（广州）,人人车网,2
成都,2017-07-26,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
苏州,2017-07-26,福特,嘉年华两厢,瓜子,瓜子（苏州）,瓜子网,2
南通,2017-07-26,福特,嘉年华三厢,淘车,看车网（南通）,看车网,2
郑州,2017-07-26,福特,嘉年华两厢,二手车之家,郑州宝莲祥汽车销售服务有限公司,华晨宝马,3
东莞,2017-07-26,福特,嘉年华两厢,人人车,人人车（东莞）,人人车网,2
上海,2017-07-26,福特,嘉年华三厢,人人车,人人车（上海）,人人车网,2
昆明,2017-07-26,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
昆明,2017-07-26,福特,嘉年华两厢,人人车,人人车（昆明）,人人车网,2
青岛,2017-07-26,福特,嘉年华两厢,人人车,人人车（青岛）,人人车网,2
宜昌,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（宜昌）,瓜子网,2
青岛,2017-07-25,福特,嘉年华三厢,瓜子,瓜子（青岛）,瓜子网,2
青岛,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（青岛）,瓜子网,2
苏州,2017-07-25,福特,嘉年华三厢,瓜子,瓜子（苏州）,瓜子网,2
无锡,2017-07-25,福特,嘉年华两厢,淘车,看车网（无锡）,看车网,2
呼和浩特,2017-07-25,福特,嘉年华三厢,瓜子,瓜子（呼和浩特）,瓜子网,2
长沙,2017-07-25,福特,嘉年华两厢,淘车,看车网（长沙）,看车网,2
青岛,2017-07-25,福特,嘉年华三厢,瓜子,瓜子（青岛）,瓜子网,2
东莞,2017-07-25,福特,嘉年华两厢,淘车,看车网（东莞）,看车网,2
乌鲁木齐,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（乌鲁木齐）,瓜子网,2
广州,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（广州）,瓜子网,2
常州,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（常州）,瓜子网,2
呼和浩特,2017-07-25,福特,嘉年华两厢,淘车,看车网（呼和浩特）,看车网,2
南京,2017-07-25,福特,嘉年华三厢,二手车之家,南京市栖霞区德隆二手车服务部,网络媒体,3
青岛,2017-07-25,福特,嘉年华两厢,长安福特,青岛成利达汽车销售服务有限公司,长安福特,3
西安,2017-07-25,福特,嘉年华两厢,淘车,西安车管家,网络媒体,3
哈尔滨,2017-07-25,福特,嘉年华三厢,淘车,看车网（哈尔滨）,看车网,2
南宁,2017-07-25,福特,嘉年华两厢,淘车,看车网（南宁）,看车网,2
杭州,2017-07-25,福特,嘉年华两厢,淘车,看车网（杭州）,看车网,2
重庆,2017-07-25,福特,嘉年华三厢,淘车,看车网（重庆）,看车网,2
成都,2017-07-25,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
齐齐哈尔,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（齐齐哈尔）,瓜子网,2
石家庄,2017-07-25,福特,嘉年华两厢,二手车之家,石家庄晨阳汽车贸易有限公司,一汽大众,3
济南,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（济南）,瓜子网,2
成都,2017-07-25,福特,嘉年华两厢,淘车,成都锐豪二手车经销有限公司,网络媒体,2
芜湖,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（芜湖）,瓜子网,2
淮南,2017-07-25,福特,嘉年华两厢,二手车之家,安徽省淮南市东之星二手车销售服务有限公司,网络媒体,3
长沙,2017-07-25,福特,嘉年华两厢,淘车,看车网（长沙）,看车网,2
杭州,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（杭州）,瓜子网,2
长沙,2017-07-25,福特,嘉年华两厢,瓜子,瓜子（长沙）,瓜子网,2
广州,2017-07-25,福特,嘉年华两厢,淘车,广东中奥汽车销售服务有限公司,一汽奥迪,3
合肥,2017-07-24,福特,嘉年华三厢,瓜子,瓜子（合肥）,瓜子网,2
济南,2017-07-24,福特,嘉年华两厢,人人车,人人车（济南）,人人车网,2
苏州,2017-07-24,福特,嘉年华两厢,淘车,看车网（苏州）,看车网,2
合肥,2017-07-24,福特,嘉年华两厢,淘车,看车网（合肥）,看车网,2
南宁,2017-07-24,福特,嘉年华两厢,人人车,人人车（南宁）,人人车网,2
太原,2017-07-24,福特,嘉年华三厢,淘车,看车网（太原）,看车网,2
南昌,2017-07-24,福特,嘉年华三厢,瓜子,瓜子（南昌）,瓜子网,2
唐山,2017-07-24,福特,嘉年华两厢,淘车,看车网（唐山）,看车网,2
成都,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
保定,2017-07-24,福特,嘉年华三厢,淘车,看车网（保定）,看车网,2
潍坊,2017-07-24,福特,嘉年华三厢,瓜子,瓜子（潍坊）,瓜子网,2
东莞,2017-07-24,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
徐州,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（徐州）,瓜子网,2
邯郸,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（邯郸）,瓜子网,2
天津,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（天津）,瓜子网,2
西安,2017-07-24,福特,嘉年华两厢,淘车,看车网（西安）,看车网,2
昆明,2017-07-24,福特,嘉年华三厢,淘车,人人车（昆明）,人人车网,2
佛山,2017-07-24,福特,嘉年华两厢,淘车,人人车（佛山）,人人车网,2
南宁,2017-07-24,福特,嘉年华两厢,第一车网,广西冠通汽车销售服务有限公司,上汽通用别克,3
大连,2017-07-24,福特,嘉年华两厢,淘车,看车网（大连）,看车网,2
石家庄,2017-07-24,福特,嘉年华两厢,人人车,人人车（石家庄）,人人车网,2
南通,2017-07-24,福特,嘉年华两厢,淘车,看车网（南通）,看车网,2
合肥,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（合肥）,瓜子网,2
威海,2017-07-24,福特,嘉年华三厢,瓜子,瓜子（威海）,瓜子网,2
漳州,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（漳州）,瓜子网,2
金华,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（金华）,瓜子网,2
莆田,2017-07-24,福特,嘉年华三厢,瓜子,瓜子（莆田）,瓜子网,2
成都,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
徐州,2017-07-24,福特,嘉年华两厢,瓜子,瓜子（徐州）,瓜子网,2
芜湖,2017-07-23,福特,嘉年华两厢,瓜子,瓜子（芜湖）,瓜子网,2
成都,2017-07-23,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
镇江,2017-07-23,福特,嘉年华两厢,淘车,江苏淘车乐镇江公司,网络媒体,2
沧州,2017-07-23,福特,嘉年华两厢,淘车,沧州优选二手车,网络媒体,3
银川,2017-07-23,福特,嘉年华三厢,二手车之家,看车网（银川）,看车网,2
银川,2017-07-23,福特,嘉年华三厢,淘车,看车网（银川）,看车网,2
沧州,2017-07-23,福特,嘉年华两厢,二手车之家,沧州优选二手车,网络媒体,3
温州,2017-07-23,福特,嘉年华两厢,淘车,温州市长久汽车服务有限公司,网络媒体,3
佛山,2017-07-23,福特,嘉年华三厢,人人车,人人车（佛山）,人人车网,2
绵阳,2017-07-23,福特,嘉年华两厢,淘车,绵阳涪迪克二手车有限公司,网络媒体,3
成都,2017-07-23,福特,嘉年华两厢,第一车网,好车无忧（成都）,好车无忧,2
东莞,2017-07-23,福特,嘉年华两厢,淘车,人人车（东莞）,人人车网,2
吉林,2017-07-23,福特,嘉年华三厢,瓜子,瓜子（吉林）,瓜子网,2
宁波,2017-07-23,福特,嘉年华两厢,瓜子,瓜子（宁波）,瓜子网,2
合肥,2017-07-23,福特,嘉年华(进口),淘车,人人车（合肥）,人人车网,2
南通,2017-07-23,福特,嘉年华两厢,淘车,人人车（南通）,人人车网,2
上海,2017-07-23,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
乌鲁木齐,2017-07-23,福特,嘉年华两厢,淘车,人人车（乌鲁木齐）,人人车网,2
常州,2017-07-23,福特,嘉年华三厢,二手车之家,常州瑞达汽车销售服务有限公司,一汽奥迪,3
贵阳,2017-07-23,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
重庆,2017-07-23,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
合肥,2017-07-23,福特,嘉年华两厢,淘车,看车网（合肥）,看车网,2
台州,2017-07-23,福特,嘉年华两厢,瓜子,瓜子（台州）,瓜子网,2
烟台,2017-07-23,福特,嘉年华两厢,瓜子,瓜子（烟台）,瓜子网,2
宜宾,2017-07-23,福特,嘉年华三厢,瓜子,瓜子（宜宾）,瓜子网,2
上海,2017-07-23,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
南通,2017-07-23,福特,嘉年华三厢,瓜子,瓜子（南通）,瓜子网,2
成都,2017-07-23,福特,嘉年华两厢,淘车,看车网（成都）,看车网,2
成都,2017-07-23,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
上海,2017-07-23,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
东莞,2017-07-22,福特,嘉年华三厢,瓜子,瓜子（东莞）,瓜子网,2
沈阳,2017-07-22,福特,嘉年华三厢,淘车,人人车（沈阳）,人人车网,2
镇江,2017-07-22,福特,嘉年华两厢,淘车,江苏淘车乐镇江公司,网络媒体,2
重庆,2017-07-22,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
呼和浩特,2017-07-22,福特,嘉年华两厢,瓜子,瓜子（呼和浩特）,瓜子网,2
金华,2017-07-22,福特,嘉年华两厢,瓜子,瓜子（金华）,瓜子网,2
西安,2017-07-22,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
武汉,2017-07-22,福特,嘉年华两厢,淘车,人人车（武汉）,人人车网,2
贵阳,2017-07-22,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
南宁,2017-07-22,福特,嘉年华两厢,二手车之家,看车网（南宁）,看车网,2
昆明,2017-07-22,福特,嘉年华两厢,长安福特,云南万福（长安福特）,长安福特,3
盐城,2017-07-22,福特,嘉年华两厢,瓜子,瓜子（盐城）,瓜子网,2
郑州,2017-07-22,福特,嘉年华两厢,淘车,人人车（郑州）,人人车网,2
佛山,2017-07-22,福特,嘉年华三厢,二手车之家,看车网（佛山）,看车网,2
成都,2017-07-22,福特,嘉年华三厢,瓜子,瓜子（成都）,瓜子网,2
郑州,2017-07-22,福特,嘉年华三厢,上海通用,河南威佳诚新二手车大卖场,上汽通用别克,3
贵阳,2017-07-22,福特,嘉年华两厢,淘车,人人车（贵阳）,人人车网,2
成都,2017-07-22,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
昆明,2017-07-22,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
上海,2017-07-22,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
重庆,2017-07-22,福特,嘉年华两厢,淘车,重庆车之宝汽车,网络媒体,3
开封,2017-07-22,福特,嘉年华两厢,瓜子,瓜子（开封）,瓜子网,2
扬州,2017-07-22,福特,嘉年华三厢,瓜子,瓜子（扬州）,瓜子网,2
西安,2017-07-22,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
北京,2017-07-22,福特,嘉年华两厢,人人车,人人车（北京）,人人车网,2
太原,2017-07-22,福特,嘉年华两厢,淘车,看车网（太原）,看车网,2
杭州,2017-07-21,福特,嘉年华两厢,淘车,看车网（杭州）,看车网,2
郑州,2017-07-21,福特,嘉年华三厢,淘车,看车网（郑州）,看车网,2
天津,2017-07-21,福特,嘉年华两厢,瓜子,瓜子（天津）,瓜子网,2
武汉,2017-07-21,福特,嘉年华三厢,淘车,看车网（武汉）,看车网,2
邯郸,2017-07-21,福特,嘉年华三厢,淘车,看车网（邯郸）,看车网,2
柳州,2017-07-21,福特,嘉年华两厢,瓜子,瓜子（柳州）,瓜子网,2
珠海,2017-07-21,福特,嘉年华两厢,淘车,看车网（珠海）,看车网,2
西安,2017-07-21,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
邯郸,2017-07-21,福特,嘉年华两厢,瓜子,瓜子（邯郸）,瓜子网,2
北京,2017-07-21,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
重庆,2017-07-21,福特,嘉年华两厢,瓜子,瓜子（重庆）,瓜子网,2
佛山,2017-07-21,福特,嘉年华两厢,瓜子,瓜子（佛山）,瓜子网,2
